#Table1
objid,run,rerun,camcol,field,obj,type,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z
1237671939804562869,6162,301,3,133,1461,3,258.211398208921,63.9874065599839,24.77475,23.83059,21.87492,21.10361,20.68461,1.528963,0.5198658,0.1402939,0.1022902,0.2762373
1237671939804562871,6162,301,3,133,1463,3,258.234965462105,63.937054749535,24.56061,23.25299,22.29817,22.55335,21.97625,1.040721,0.2267811,0.1387071,0.2442493,0.5035093
1237671939804562872,6162,301,3,133,1464,3,258.210626871138,64.0022531796968,23.38558,23.00034,21.47793,21.68395,21.40833,1.056581,0.302376,0.1237138,0.2104803,0.6197171
1237671939804562873,6162,301,3,133,1465,6,258.234273885531,63.9470197240992,24.14264,23.96441,22.00986,20.9236,20.53656,0.8456997,0.354519,0.09463403,0.05271377,0.1428198
1237671939804562876,6162,301,3,133,1468,3,258.215699656093,64.0143443094229,22.67714,24.14445,22.28291,21.763,20.96439,0.3492216,0.4323786,0.1304327,0.117604,0.2249999
1237671939804562881,6162,301,3,133,1473,3,258.249224110023,63.946022955386,26.23573,22.42435,21.62739,21.41348,20.7244,0.7691963,0.1825117,0.1321771,0.1603549,0.339051
1237671939804562884,6162,301,3,133,1476,3,258.231103886923,64.007193662262,24.04375,23.15445,22.09412,21.6952,21.25056,1.05532,0.2388635,0.1369644,0.1365843,0.354856
1237671939804562885,6162,301,3,133,1477,3,258.256137037984,63.9420973377276,24.01189,22.94631,21.63181,20.97265,20.7784,1.152076,0.2198924,0.09954868,0.08004968,0.2607042
1237671939804562888,6162,301,3,133,1480,6,258.228875827834,64.0256797911359,25.40419,24.41829,22.15364,21.02161,20.32602,0.7173628,0.4650027,0.1061028,0.05626531,0.1189039
1237671939804562891,6162,301,3,133,1483,3,258.274689764695,63.914929419549,23.42467,23.30396,21.09254,20.12415,19.50616,1.139074,0.4156344,0.08675377,0.05418044,0.1260142
1237671939804562892,6162,301,3,133,1484,6,258.25777124824,63.9583109904054,25.64558,23.51501,22.92966,22.75053,22.44168,0.6188753,0.2514712,0.2062573,0.2430281,0.5290481
1237671939804562897,6162,301,3,133,1489,6,258.275821191319,63.9254742105383,24.3625,23.7064,22.44049,21.07001,20.66675,0.9110226,0.2948841,0.1376807,0.05970949,0.1604532
1237671939804562898,6162,301,3,133,1490,6,258.269484973836,63.9429714044514,23.00343,24.22207,21.78568,20.65872,20.12316,0.4089856,0.4197254,0.07864869,0.04263923,0.1014698
1237671939804562900,6162,301,3,133,1492,6,258.25395264696,63.9959778464352,24.849,23.76442,21.79608,20.67381,20.15886,0.9090585,0.3116775,0.08011816,0.04347275,0.1065054
1237671939804562901,6162,301,3,133,1493,6,258.257254190783,63.9949056861953,25.1844,24.19113,22.21696,21.13704,20.79219,0.8751069,0.4430163,0.1227861,0.06824033,0.196301
1237671939804562902,6162,301,3,133,1494,3,258.252516348207,63.9942844711394,24.1782,23.38021,22.06794,21.45453,21.50335,1.28672,0.3306092,0.1513714,0.1267619,0.499164
1237671939804562903,6162,301,3,133,1495,3,258.281923622958,63.9199439686039,25.09237,23.17164,21.03914,20.01384,19.41697,1.288232,0.2795244,0.06274727,0.0376186,0.08541602
1237671939804562904,6162,301,3,133,1496,6,258.267474605268,63.959175710935,24.97326,23.6227,22.23958,21.32765,20.84791,0.8767903,0.2744901,0.1149644,0.07346729,0.1857936
1237671939804562913,6162,301,3,133,1505,3,258.283778851608,63.9667773798881,23.91281,23.18468,22.41459,22.35715,21.62035,0.8994445,0.2216189,0.1594224,0.2158053,0.4146511
1237671939804562915,6162,301,3,133,1507,6,258.295375577377,63.9488374079178,24.13464,24.28554,22.9105,23.19484,22.57058,0.8577669,0.4335665,0.2041316,0.3423972,0.5483974
1237671939804562917,6162,301,3,133,1509,3,258.272879889775,64.0110817925429,23.39029,23.07384,21.40005,20.47522,19.9473,0.6898403,0.2123494,0.07107331,0.04589787,0.1120595
1237671939804562920,6162,301,3,133,1512,3,258.266251116637,64.0400935052894,26.17606,22.79739,21.56688,21.08487,21.74842,0.9631792,0.2952488,0.145082,0.1386605,0.9189757
1237671939804562934,6162,301,3,133,1526,6,257.90812902662,64.0836475291397,25.83626,25.26635,23.65417,22.28955,22.46414,0.5732887,0.5596336,0.3620689,0.1732223,0.5447391
1237671939804562935,6162,301,3,133,1527,6,257.960699092132,63.961884838105,26.2321,23.97223,23.12926,22.26027,21.92586,0.406599,0.3731435,0.2509488,0.1774958,0.436744
1237671939804562937,6162,301,3,133,1529,6,257.972309512566,63.942148751613,23.34387,24.12053,23.9847,21.69665,20.65962,0.5330069,0.3972327,0.4417463,0.1046025,0.158718
1237671939804562939,6162,301,3,133,1531,3,257.948902214555,64.0143558322858,22.93429,23.45622,23.56881,21.91417,21.52713,0.4804777,0.2884271,0.4195717,0.15443,0.3937986
1237671939804562942,6162,301,3,133,1534,6,257.992523869479,63.9599617397597,24.15487,23.85615,23.45919,22.31478,21.58678,0.8592188,0.331897,0.3130868,0.1776835,0.3330671
1237671939804562943,6162,301,3,133,1535,6,257.996072744786,63.9608778191322,23.9011,24.2656,23.31893,21.38347,20.74037,0.751188,0.42577,0.2734683,0.07787476,0.1645095
1237671939804562947,6162,301,3,133,1539,3,258.007754723577,63.9540306023593,24.42805,25.30235,21.94054,20.61374,20.10752,2.186884,1.292571,0.2141422,0.09842105,0.2463231
1237671939804562950,6162,301,3,133,1542,6,258.026375176251,63.9573028503194,24.85112,23.85172,24.53933,21.94168,21.88585,0.9372978,0.3394856,0.5811625,0.1331542,0.4240745
1237671939804562951,6162,301,3,133,1543,6,258.051431094532,63.9100401964428,25.74638,24.34191,23.50113,22.17457,21.38647,0.5684922,0.4449275,0.315271,0.1537666,0.287852
1237671939804562954,6162,301,3,133,1546,3,258.02480232821,63.9900301639002,23.27439,23.26525,22.99261,21.69562,22.64985,0.7015921,0.279788,0.3090611,0.1480345,0.8121028
1237671939804562956,6162,301,3,133,1548,6,258.059319981628,63.909257447675,24.53981,23.83287,25.45259,22.14784,22.75414,0.9235843,0.3207526,0.4666879,0.1503752,0.5605894
1237671939804562959,6162,301,3,133,1551,6,258.060577109512,63.9930207517374,24.88181,25.515,23.16972,21.46697,20.71214,0.9148863,0.5258384,0.2512677,0.08467875,0.1644877
1237671939804562960,6162,301,3,133,1552,3,258.060064315785,63.9963202886229,23.98322,24.4364,24.50374,21.7752,21.07521,0.8865364,0.5211221,0.6205807,0.1232556,0.2489334
1237671939804562961,6162,301,3,133,1553,3,258.065429850616,63.9903830626208,24.42723,24.79667,23.56625,21.91774,21.85312,1.084949,0.6291291,0.4021044,0.1482584,0.4775354
1237671939804562962,6162,301,3,133,1554,3,258.066861037413,64.0017500717372,25.90232,23.1966,21.96399,21.10705,20.6836,0.9428959,0.3351757,0.1639083,0.113497,0.3018406
1237671939804562964,6162,301,3,133,1556,6,258.113957910035,63.9356411401203,24.90243,25.66022,24.47248,22.22592,21.60638,0.9556233,0.5251881,0.591291,0.174724,0.365397
1237671939804562968,6162,301,3,133,1560,6,258.126680434436,63.9286523541898,25.12469,24.27001,22.99823,22.11904,21.48913,0.8113582,0.4306461,0.2140897,0.1459406,0.3080257
1237671939804562972,6162,301,3,133,1564,6,258.146021337154,63.989892880273,24.04983,23.79752,23.25012,22.28729,21.67134,0.854682,0.3241143,0.2769704,0.1754914,0.3665552
1237671939804562973,6162,301,3,133,1565,6,258.149065755588,63.9833917601749,24.54544,24.36605,23.44868,22.13375,21.22315,0.9435879,0.4675485,0.3192158,0.1518947,0.2562136
1237671939804562974,6162,301,3,133,1566,3,258.169873741051,63.9361921580765,22.74724,22.99019,22.63935,21.54979,21.6922,0.4176738,0.1998045,0.2078329,0.1187353,0.4741449
1237671939804562975,6162,301,3,133,1567,3,258.187953191121,63.9076440256022,23.08814,23.57134,22.68112,21.60943,21.49965,0.5723183,0.3398411,0.2286738,0.1343854,0.446319
1237671939804562977,6162,301,3,133,1569,6,258.164257599311,64.0087076045113,24.0658,24.37223,23.72441,21.45046,20.68549,0.8241587,0.4548506,0.3753894,0.08103989,0.1590864
1237671939804562979,6162,301,3,133,1571,3,258.20340548497,63.952684907651,23.43112,25.52376,22.80824,21.38297,20.70391,0.7799569,0.7098274,0.263949,0.1102396,0.235482
1237671939804562987,6162,301,3,133,1579,3,258.260554890064,63.9480666020462,23.98933,23.21789,22.16993,21.15156,20.97902,1.22222,0.295261,0.168844,0.09991263,0.3314293
1237671939804562988,6162,301,3,133,1580,6,258.271834369244,63.9401729994356,26.10989,25.54132,23.61246,21.85142,21.52446,0.4794386,0.5760419,0.3996306,0.1312915,0.3619873
1237671939804562992,6162,301,3,133,1584,3,258.253390312197,64.0226629645274,23.45134,22.57594,22.02016,21.35826,21.14045,0.93396,0.1771274,0.1596346,0.1309687,0.4161611
1237671939804563000,6162,301,3,133,1592,3,257.96909381184,64.0310195886545,23.57386,25.86188,24.75931,25.03882,20.31308,0.7597655,0.5264024,0.7053641,0.5824094,0.1438791
1237671939804563001,6162,301,3,133,1593,3,257.999591178496,63.9562941099784,26.04792,24.99702,23.75063,22.43784,20.69173,0.6015614,0.7216664,0.5104013,0.2603785,0.21557
1237671939804563004,6162,301,3,133,1596,3,258.019299950226,64.0283019285743,24.40295,24.57849,24.59832,24.57469,20.84985,1.024713,0.5618221,0.6388502,0.6295167,0.2071855
1237671939804563008,6162,301,3,133,1600,3,258.09543582422,63.9814197913186,25.63741,24.07292,22.55914,21.28567,22.45547,1.330317,0.7728657,0.328757,0.1526587,1.194849
1237671939804563015,6162,301,3,133,1607,3,257.942263668756,64.0261712925101,23.825,23.37596,22.25282,22.26089,21.60752,1.118719,0.3322746,0.179997,0.2736423,0.5544926
1237671939804563017,6162,301,3,133,1609,3,258.068309648417,64.0147640500953,25.15353,23.62165,22.52223,22.24104,21.26564,1.309309,0.4164971,0.3280782,0.2777395,0.4399018
1237671939804563020,6162,301,3,133,1612,3,257.930421109617,64.0275456878993,25.11601,22.74788,22.38299,21.37354,21.23279,1.667039,0.2443611,0.2559436,0.1560629,0.5154344
1237671939804563021,6162,301,3,133,1613,3,258.012937550765,63.9178636197562,22.91582,23.10278,22.62528,21.73625,21.4047,0.5341699,0.2427169,0.2347528,0.1580939,0.444864
1237671939804563022,6162,301,3,133,1614,3,258.021923069481,63.9191547398985,26.02001,22.75018,22.55915,21.31592,20.2307,0.9784986,0.2615081,0.3129513,0.1557562,0.235408
1237671939804563024,6162,301,3,133,1616,3,258.078305825626,63.9882824803804,25.12886,24.01656,23.29975,21.94169,21.90817,1.095896,0.4705358,0.3739255,0.1696501,0.5670555
1237671939804563027,6162,301,3,133,1619,3,258.127680337001,63.9046646844832,23.41599,23.88579,23.76875,21.88297,22.03558,0.9817186,0.5771497,0.7186794,0.2202403,0.8564
1237671939804563028,6162,301,3,133,1620,3,258.131291300861,63.9081052530923,26.35549,24.34161,23.03632,21.93234,22.33267,0.4734878,0.5871184,0.3050895,0.1712728,0.7174086
1237671939804563029,6162,301,3,133,1621,3,258.122055646538,63.9491976931798,24.15274,24.58043,23.43417,21.75494,22.62486,1.463538,0.848565,0.5559823,0.1908585,1.031515
1237671939804563030,6162,301,3,133,1622,3,258.157710000558,63.9431029458172,24.31929,24.5667,23.15269,22.13806,21.29417,0.9996613,0.5541186,0.2828961,0.1697415,0.3069336
1237671939804626955,6162,301,3,134,11,6,258.328079732088,64.0407631065243,23.05768,19.53063,18.04,17.26581,16.86085,0.4396061,0.01253324,0.006690843,0.005800353,0.01027053
1237671939804626957,6162,301,3,134,13,3,258.319438271719,64.0556882616846,19.2184,17.24371,16.31705,15.87998,15.57243,0.04693301,0.00511249,0.003793756,0.003712422,0.007686961
1237671939804626958,6162,301,3,134,14,3,258.31582624186,64.051847399259,18.72445,16.54134,15.58639,15.13234,14.83273,0.05096685,0.004457298,0.003207538,0.003102017,0.006647787
1237671939804626960,6162,301,3,134,16,3,258.343897730875,64.0489907644879,19.05873,17.08336,16.15984,15.72958,15.39665,0.04462828,0.005173489,0.003767862,0.003673512,0.007321237
1237671939804626961,6162,301,3,134,17,3,258.333247306438,64.0568120668087,19.87783,17.77312,16.80273,16.35117,16.02887,0.06792694,0.006278415,0.004486618,0.004318143,0.009163076
