#Table1
objid,run,rerun,camcol,field,obj,type,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z
1237671939804627060,6162,301,3,134,116,6,258.273505891518,64.0389626341457,17.95849,16.49462,15.96561,15.79138,15.71845,0.01273685,0.003673367,0.003852826,0.004205795,0.006094229
1237671939804627072,6162,301,3,134,128,6,258.280792982243,64.0319260754529,18.51155,17.01204,16.38793,16.16128,16.0093,0.01713498,0.004150209,0.004079521,0.004462261,0.00682641
1237671939804627073,6162,301,3,134,129,6,258.277465675794,64.0291287826414,23.17942,20.29864,18.85168,17.80893,17.25533,0.4850515,0.02019069,0.009883714,0.007120301,0.01263991
1237671939804627075,6162,301,3,134,131,6,258.274045782369,64.0340492952139,23.56663,20.10137,18.85671,18.35585,18.0967,0.6393829,0.0177176,0.009907633,0.009132267,0.02150318
1237671939804627076,6162,301,3,134,132,3,258.280198696527,64.0325649923264,20.30282,18.55175,17.74383,17.21631,17.07141,0.1145632,0.01215214,0.008323369,0.007314821,0.02025301
1237671939804627077,6162,301,3,134,133,3,258.280627676461,64.0277417294267,21.28177,20.14111,19.24076,18.86779,18.52496,0.1485325,0.02288964,0.01553625,0.0159048,0.0424058
1237671939804627078,6162,301,3,134,134,6,258.276254788237,64.0260291291457,24.30783,22.3454,20.98741,19.68402,19.0177,0.8971242,0.09546059,0.04121008,0.02044058,0.04183944
1237671939804627287,6162,301,3,134,343,3,258.288642228853,64.0987527133154,21.58704,19.4149,18.59751,18.18556,17.9402,0.2285029,0.01482899,0.0108838,0.01083465,0.03042159
1237671939804627288,6162,301,3,134,344,3,258.287998594758,64.1006972948933,24.08569,22.41106,21.80658,21.38638,21.91992,1.039489,0.1185357,0.09934626,0.09710886,0.5437549
1237671939804627307,6162,301,3,134,363,3,258.329332577072,64.0768468165111,18.16275,16.11195,15.15861,14.73168,14.4307,0.02943194,0.003338487,0.00259548,0.002551079,0.004775661
1237671939804627308,6162,301,3,134,364,3,258.313418608709,64.0732914553568,18.38933,16.30844,15.3737,14.94565,14.61354,0.03299727,0.003619564,0.002798713,0.002735283,0.005135565
1237671939804627309,6162,301,3,134,365,6,258.308209127735,64.0721227901219,23.29251,20.25143,18.84185,18.20635,17.8671,0.5323107,0.0202368,0.01003189,0.00865998,0.01870896
1237671939804627310,6162,301,3,134,366,3,258.32526685727,64.0748249558412,21.55821,19.34985,18.38413,17.96357,17.62456,0.1528792,0.01242642,0.008250196,0.007890676,0.01764932
1237671939804627311,6162,301,3,134,367,6,258.307317623181,64.0769270866273,24.16922,20.60745,19.1358,18.33927,17.94133,0.8875368,0.02517046,0.01161377,0.009100592,0.01963847
1237671939804627312,6162,301,3,134,368,6,258.313910617965,64.0797450801961,23.61405,21.68502,20.28144,19.22062,18.65534,0.6670146,0.05590444,0.02436722,0.01506744,0.0323078
1237671939804627313,6162,301,3,134,369,6,258.335093527783,64.0819718672582,19.80981,19.93348,20.25432,21.82987,22.18439,0.03696565,0.01586677,0.02382735,0.1128464,0.4922666
1237671939804627314,6162,301,3,134,370,6,258.309037734948,64.0750994605611,22.21758,20.88459,20.33843,21.24158,20.30041,0.2324331,0.03173073,0.02653608,0.07320063,0.1248825
1237671939804627315,6162,301,3,134,371,3,258.330884776286,64.071736559926,29.00927,17.24921,16.53303,15.85582,16.04212,0.9901012,0.02505121,0.02055135,0.01651079,0.07532822
1237671939804627316,6162,301,3,134,372,3,258.3234489127,64.0786671044989,22.88844,22.35246,21.38887,21.24151,21.01632,0.4303488,0.1084369,0.06542876,0.07994606,0.2518176
1237671939804627317,6162,301,3,134,373,6,258.306093371378,64.0691234609899,23.58731,22.9014,21.85079,21.36297,21.47578,0.6577245,0.1542773,0.08557908,0.07743927,0.3221867
1237671939804627318,6162,301,3,134,374,3,258.328270733275,64.0732042204402,24.32598,24.27206,22.28019,21.50979,20.65019,1.059136,0.503118,0.1461289,0.1056439,0.1935555
1237671939804627319,6162,301,3,134,375,3,258.306493421613,64.0783358319624,23.05933,22.27752,21.29252,20.85995,20.73643,0.5959874,0.1187045,0.07242213,0.0718938,0.2498795
1237671939804627321,6162,301,3,134,377,3,258.301856837304,64.0717174684011,24.80624,23.84884,22.90122,21.78152,22.43463,0.9673797,0.339757,0.2151005,0.1142498,0.5745317
1237671939804627322,6162,301,3,134,378,3,258.32358032315,64.0695903710063,23.62205,22.56881,22.07706,21.57971,21.69104,0.8404245,0.1438775,0.1344914,0.1231414,0.4988184
1237671939804627323,6162,301,3,134,379,3,258.313143957125,64.0667555511484,24.63727,23.145,22.23742,22.08744,21.67104,1.05273,0.2006231,0.1273425,0.1565325,0.4028695
1237671939804627324,6162,301,3,134,380,6,258.336383406337,64.072441685581,23.70943,23.89792,24.58888,22.25084,23.10139,0.7381886,0.3524714,0.6040202,0.1712106,0.5919542
1237671939804627325,6162,301,3,134,381,6,258.338339558638,64.075985858185,24.789,24.46599,24.12432,22.49557,23.19472,0.9636585,0.4966376,0.5140531,0.2086973,0.5647646
1237671939804627327,6162,301,3,134,383,3,258.31783843887,64.0783538489224,23.90251,24.59895,23.35799,22.23647,22.27305,0.8994494,0.5680723,0.3381321,0.1842004,0.5959852
1237671939804627328,6162,301,3,134,384,6,258.305320982103,64.0672561483629,24.7344,23.30364,22.82126,22.86006,23.23069,0.988765,0.2243961,0.2042737,0.2921337,0.5775976
1237671939804627329,6162,301,3,134,385,6,258.331851679639,64.0679569019873,21.9789,21.73348,20.50759,20.8805,19.48021,0.1971207,0.06290998,0.03111914,0.08333617,0.06675932
1237671939804627330,6162,301,3,134,386,6,258.333269260724,64.0691661282092,23.51329,24.63589,23.80042,23.74072,21.49469,0.6152452,0.5129608,0.4078435,0.4747853,0.3179177
1237671939804627331,6162,301,3,134,387,6,258.318082578482,64.0819808122663,23.42699,23.13642,23.00707,23.07423,22.03752,0.6585389,0.2057184,0.2538454,0.3627388,0.5277712
1237671939804627334,6162,301,3,134,390,6,258.339813838001,64.0793468598121,24.54668,24.36598,24.766,22.67678,22.7134,1.001421,0.4851627,0.6273784,0.248688,0.6301423
1237671939804627335,6162,301,3,134,391,3,258.318444219866,64.068264046817,25.26773,25.51103,23.09408,22.21372,22.88189,1.052319,0.6784707,0.3309484,0.2158285,0.7963332
1237671939804627336,6162,301,3,134,392,3,258.324716441919,64.08217463175,23.68767,24.88449,24.70261,22.74762,21.78206,0.8188186,0.6350156,0.7331101,0.2893104,0.4889435
1237671939804627338,6162,301,3,134,394,6,258.325653220938,64.0673451357589,24.53355,24.86929,24.2512,22.92999,23.20443,0.9811369,0.5650064,0.5459345,0.2968764,0.5632974
1237671939804627339,6162,301,3,134,395,3,258.309133407542,64.0792901021924,24.95072,24.9858,24.39807,22.45248,22.05614,1.029283,0.6354221,0.6450737,0.2278341,0.5533276
1237671939804627341,6162,301,3,134,397,6,258.339578909222,64.0807728904381,24.22191,24.09084,23.37015,24.21642,23.17705,0.8820406,0.3962387,0.2956974,0.5429298,0.5387797
1237671939804627342,6162,301,3,134,398,6,258.318548798178,64.0804503377809,24.43711,24.84222,23.00337,23.60795,23.31884,1.029601,0.5945064,0.2416382,0.4970925,0.5754076
1237671939804627344,6162,301,3,134,400,3,258.320890770019,64.0807750612463,23.78812,23.58057,24.19787,23.49054,23.23217,0.9027047,0.3168541,0.6480784,0.5503343,0.690536
1237671939804627345,6162,301,3,134,401,6,258.327858558675,64.0702324534387,25.33359,23.62647,24.1402,24.01653,22.68473,0.8584177,0.3063913,0.568571,0.6152415,0.6708647
1237671939804627346,6162,301,3,134,402,3,258.30974656877,64.0677595520208,24.30581,24.83491,24.41493,23.17569,22.90185,1.05379,0.6410398,0.6541072,0.3991551,0.7073442
1237671939804627607,6162,301,3,134,663,3,258.291652791399,64.0677314799494,21.16805,19.19336,18.3144,17.94212,17.62542,0.230367,0.01704398,0.01195623,0.01222722,0.03331416
1237671939804627617,6162,301,3,134,673,3,258.312212521024,64.1208135210266,20.80559,19.47414,18.85239,18.51953,18.27211,0.1232001,0.01623586,0.0136962,0.01457412,0.04237037
1237671939804627660,6162,301,3,134,716,6,258.286637388143,64.0763701540788,24.49369,21.51402,20.02524,19.09474,18.78364,0.9343209,0.04809057,0.02016442,0.01378426,0.03493789
1237671939804627709,6162,301,3,134,765,6,258.283033695944,64.1174264666596,21.81837,21.62479,20.68453,20.29785,20.40095,0.1753977,0.056582,0.03541859,0.03535791,0.1459785
1237671939804627710,6162,301,3,134,766,3,258.300527017429,64.0975524336371,21.38943,20.99729,20.43956,20.30371,19.90435,0.1685334,0.04613732,0.04084884,0.05268016,0.1429886
1237671939804627820,6162,301,3,134,876,3,258.274417194748,64.0658216865467,24.78171,22.81151,22.12686,21.58945,22.36671,1.041393,0.154223,0.1184321,0.105054,0.6054223
1237671939804627822,6162,301,3,134,878,3,258.285035203196,64.0453290998146,22.08381,20.79255,20.46605,20.25104,20.25213,0.3334777,0.04167481,0.04566237,0.05521738,0.2152014
1237671939804627832,6162,301,3,134,888,3,258.285227606733,64.0694615751519,22.99975,23.00875,21.33356,20.65449,20.19937,0.4408025,0.1759364,0.05834021,0.04542697,0.1189613
1237671939804627835,6162,301,3,134,891,3,258.282708462943,64.0833323631922,24.32674,22.4018,20.69128,19.57538,19.116,1.825285,0.1831487,0.05992206,0.0331433,0.08526359
1237671939804627842,6162,301,3,134,898,3,258.289561180516,64.0735749585458,23.98061,22.88304,21.84667,21.5081,21.23548,1.124241,0.2028616,0.1183056,0.1276347,0.3855655
1237671939804627845,6162,301,3,134,901,3,258.296897356597,64.0692831111703,23.31212,22.17631,22.25373,21.44021,22.83553,1.213364,0.1767563,0.2778129,0.1956288,1.452115
1237671939804627847,6162,301,3,134,903,3,258.296871292642,64.073928586296,23.06349,21.08957,20.25302,19.93982,20.20621,1.664476,0.1091969,0.07813704,0.08682917,0.4444761
1237671939804627849,6162,301,3,134,905,3,258.292063312427,64.0938198938099,23.00975,21.02706,20.24624,19.85865,20.27891,0.7814404,0.05310931,0.03993756,0.04122577,0.2333505
1237671939804627850,6162,301,3,134,906,3,258.299748654218,64.0769885446217,22.46543,22.04897,21.11105,20.67699,20.91373,0.6417122,0.1672214,0.1081766,0.1072443,0.5281827
1237671939804627855,6162,301,3,134,911,3,258.287075672414,64.1244103812812,22.58154,22.24813,21.51116,21.92946,21.72489,0.6727737,0.2219468,0.1453797,0.3052556,0.9387626
1237671939804627857,6162,301,3,134,913,3,258.305060894071,64.0868292335009,21.35608,20.665,20.10617,19.92418,19.86761,0.1736614,0.03712972,0.03267214,0.03964394,0.1490274
1237671939804627859,6162,301,3,134,915,3,258.305578984169,64.0844853673233,21.72169,19.73466,19.12069,18.66083,20.11823,2.035849,0.1211408,0.1087341,0.1071452,1.666952
1237671939804627860,6162,301,3,134,916,6,258.294558146776,64.1168419044992,24.55506,22.92578,22.41216,22.48174,22.13622,0.9498401,0.151792,0.1326429,0.192882,0.4723354
1237671939804627866,6162,301,3,134,922,3,258.319157099485,64.0631691343506,23.28863,21.18467,20.30775,19.81958,19.2549,2.547214,0.1523814,0.1057185,0.1012626,0.2464448
1237671939804627869,6162,301,3,134,925,3,258.304559385029,64.1119785078082,24.15187,22.15287,21.41298,21.15461,21.1529,1.481434,0.1277356,0.0981601,0.1160183,0.4393731
1237671939804627870,6162,301,3,134,926,3,258.309779871803,64.1038864815617,22.49309,22.27611,21.62484,21.53983,20.76464,0.3883712,0.1218405,0.1006052,0.1345143,0.2691069
1237671939804627881,6162,301,3,134,937,3,258.325884481275,64.084778601421,22.1946,20.91956,20.24733,19.97709,20.27951,0.4240266,0.05325729,0.04308631,0.04891477,0.2495808
1237671939804627887,6162,301,3,134,943,3,258.318411865277,64.118329904491,22.07996,21.52156,20.55344,20.16089,19.8172,0.2672436,0.0629968,0.03954804,0.04035169,0.1160596
1237671939804627899,6162,301,3,134,955,3,258.335973511788,64.0981692582704,25.12827,21.43641,20.91887,20.46263,21.06796,2.366543,0.1053834,0.09975782,0.09655282,0.6583818
1237671939804627900,6162,301,3,134,956,6,258.327501617493,64.1219845610855,24.96589,22.5386,21.05452,19.61955,18.82918,0.8915638,0.1100115,0.04337044,0.01959663,0.03639963
1237671939804627902,6162,301,3,134,958,3,258.339290239263,64.0937240720704,23.78061,22.59416,21.09765,20.46215,19.84703,1.0747,0.1666451,0.06519177,0.05345372,0.1228292
1237671939804628291,6162,301,3,134,1347,6,258.295769873286,64.039840747065,24.29248,24.14633,22.38871,22.15243,21.86534,0.9984757,0.4382811,0.1472271,0.1688936,0.4635089
1237671939804628297,6162,301,3,134,1353,6,258.285329678124,64.0871906087662,26.20004,23.28299,21.74718,20.44999,19.58727,0.5522924,0.2690194,0.1020872,0.04780624,0.08835593
1237671939804628298,6162,301,3,134,1354,3,258.277525488778,64.1131252799568,23.1715,23.05598,22.19231,21.6944,21.31211,0.5655438,0.1987448,0.1333503,0.122627,0.3349454
1237671939804628300,6162,301,3,134,1356,3,258.280434833685,64.1112904096183,25.73474,23.24476,21.90568,20.99069,20.53002,0.7311345,0.239267,0.1059098,0.06830323,0.1791173
1237671939804628310,6162,301,3,134,1366,3,258.305776791233,64.1206522764765,22.6835,23.06827,22.12821,21.95307,21.51194,0.4790877,0.2526283,0.1590074,0.1961091,0.5035877
1237671939804628443,6162,301,3,134,1499,3,258.341731046331,64.1010776689019,25.26304,22.80561,22.21231,21.16809,21.39564,1.737244,0.2837748,0.2457185,0.141055,0.6637363
1237671939804628511,6162,301,3,134,1567,3,258.307425324905,64.1255443088023,26.10159,25.43864,25.48291,24.23741,20.50122,0.480401,0.5680811,0.5302065,0.6136504,0.1571696
1237671939804628513,6162,301,3,134,1569,3,258.332708026029,64.0911718829494,24.51399,24.33799,23.97562,23.61735,20.37015,1.219674,0.5626315,0.5983541,0.6055359,0.1682944
1237671939804628524,6162,301,3,134,1580,3,258.316108919502,64.0933425092729,22.67003,22.67872,22.32203,22.14949,21.30328,0.4924202,0.1846988,0.199667,0.2607457,0.4583607
1237671939804628525,6162,301,3,134,1581,3,258.325352884449,64.0936434211489,25.97956,21.82375,22.02225,21.00506,20.84172,1.834503,0.1932163,0.3607323,0.2153693,0.717644
1237671939804628537,6162,301,3,134,1593,3,258.271087256908,64.0455145805792,25.49975,23.87785,22.44373,21.36488,20.40617,1.543052,0.703225,0.3151157,0.1735664,0.2995742
1237671939804628538,6162,301,3,134,1594,3,258.297785738164,64.0620045944837,26.91153,20.22763,19.48929,18.33369,26.4665,4.131455,0.2174709,0.1757747,0.09180156,0.8209295
1237671939804628539,6162,301,3,134,1595,3,258.295144385646,64.0844818382323,22.43387,23.04799,22.59773,21.84278,22.3554,0.3613106,0.2299347,0.2304618,0.1675362,0.7901204
1237671768542543920,6122,301,4,130,48,3,257.989439115312,64.1702345730141,14.71428,10.9605,10.68111,10.63274,10.98623,0.01438635,0.0004226164,0.0003708755,0.0002937076,0.002289039
1237671768542543921,6122,301,4,130,49,6,257.992298892786,64.1707883015508,24.63465,19.76219,16.72389,16.0913,15.46273,2.256471,0.05547946,0.01463428,0.01366349,0.007060208
1237671768542543922,6122,301,4,130,50,3,257.996092042278,64.1721000940209,24.72432,25.88089,18.93981,16.99328,22.98858,4.767149,2.051801,0.04721833,0.01081093,3.834708
1237671768542543923,6122,301,4,130,51,3,257.985684326979,64.1690421664995,25.94761,17.13409,16.9085,15.73726,24.77856,5.641696,0.02055222,0.01898413,0.01722897,2.720684
1237671768542543924,6122,301,4,130,52,6,257.981660852052,64.167900265968,23.73836,25.11437,21.50333,24.3618,22.2297,0.7297292,0.6486791,0.0657481,0.5898749,0.6245557
1237671768542543926,6122,301,4,130,54,3,258.016386044057,64.1769956572174,24.73119,22.79786,22.1605,21.93389,22.18379,0.979548,0.1384253,0.1037267,0.1267839,0.6265436
1237671768542543928,6122,301,4,130,56,6,258.0132463985,64.176918740116,25.8009,24.92268,23.20079,24.4631,22.06566,0.5633469,0.5316049,0.2366083,0.5357922,0.5726337
1237671768542543929,6122,301,4,130,57,6,258.009725418989,64.1756537971747,24.10055,23.24606,24.37968,24.03699,22.67628,0.8723862,0.1965332,0.490031,0.5180826,0.702333
1237671768542543931,6122,301,4,130,59,6,258.011244868971,64.1763673738625,24.91245,24.24754,23.16603,24.22555,22.02279,1.025833,0.4472314,0.2617627,0.6108117,0.6243474
1237671768542544127,6122,301,4,130,255,3,257.915830776019,64.1072772378816,19.52182,17.73602,16.83993,16.45953,16.17408,0.04824834,0.005820634,0.004576577,0.004558877,0.01057945
1237671768542544196,6122,301,4,130,324,3,257.952832015722,64.1525800306957,18.69041,17.46782,16.83636,16.44554,16.20819,0.0371453,0.006045048,0.005314413,0.005320992,0.01497345
1237671768542544283,6122,301,4,130,411,3,258.045762634142,64.1794477853363,21.29521,19.15788,18.17769,17.72087,17.39904,0.200057,0.01364582,0.00939081,0.009073918,0.02602281
1237671768542544336,6122,301,4,130,464,3,258.084219582307,64.1863148716021,18.91624,16.95592,16.04579,15.61432,15.28275,0.03520662,0.004198019,0.003423771,0.003373501,0.006643245
1237671768542544337,6122,301,4,130,465,6,258.0791490547,64.1859063004622,25.14393,23.47132,22.19339,21.11176,21.07922,0.901017,0.2474391,0.1077289,0.06273663,0.2921433
1237671768542544389,6122,301,4,130,517,3,258.147325207348,64.186272616115,20.75109,18.92268,18.02878,17.59167,17.27296,0.1262151,0.01138031,0.008306312,0.008124088,0.02259315
1237671768542544409,6122,301,4,130,537,6,258.169046985733,64.186463047519,19.74968,18.50681,18.08305,17.91839,17.85685,0.03805177,0.007310583,0.007206243,0.007859991,0.02081632
1237671768542544410,6122,301,4,130,538,3,258.162867240862,64.1879965184507,20.50939,19.00406,18.37654,18.0228,17.75301,0.08538394,0.01044205,0.008936684,0.009192719,0.02821981
1237671768542544411,6122,301,4,130,539,3,258.171994927605,64.1877388999733,24.5956,24.16285,22.66718,22.47379,23.48333,1.096503,0.4223588,0.172117,0.218074,0.6649046
1237671768542544519,6122,301,4,130,647,6,258.099817293349,64.1851771796578,22.90365,23.64078,22.53084,22.25846,22.08668,0.4648674,0.3034184,0.1595064,0.1872611,0.6704514
1237671768542544639,6122,301,4,130,767,6,257.901062000883,64.0985605961158,22.65378,21.46833,21.03752,20.91757,20.47689,0.3149585,0.04534763,0.04063174,0.05255423,0.1701448
1237671768542544646,6122,301,4,130,774,3,257.902518406928,64.1036830009489,22.98652,22.29047,20.97788,20.48719,20.30048,0.5553697,0.112629,0.05245204,0.05511207,0.2025804
1237671768542544672,6122,301,4,130,800,3,257.910991116434,64.1197122982449,22.56955,22.66665,21.83858,21.28018,21.73934,0.3134204,0.127904,0.08413056,0.07761471,0.5113341
1237671768542544689,6122,301,4,130,817,3,257.918529760275,64.1237761289255,22.50576,21.38209,20.44424,20.0396,19.77623,0.5175933,0.07051398,0.04884528,0.05134776,0.1847531
1237671768542544690,6122,301,4,130,818,6,257.922188070629,64.1236793928333,24.50835,24.42876,22.66983,22.47201,22.58234,0.9728146,0.4658791,0.1622422,0.2026963,0.7263794
1237671768542544696,6122,301,4,130,824,3,257.924533332329,64.1276153056549,22.11123,21.17358,20.43941,20.07902,19.85762,0.3038,0.05013076,0.03943112,0.04487921,0.1603884
1237671768542544697,6122,301,4,130,825,3,257.926002077211,64.1312781283665,22.64123,21.6454,20.85845,20.47435,19.98091,0.5883977,0.08939899,0.06789314,0.07536888,0.2221531
1237671768542544699,6122,301,4,130,827,3,257.927045493591,64.1354991159021,22.96418,21.91474,21.06578,20.76657,21.0306,0.5629867,0.08566611,0.05991042,0.06932095,0.4018607
1237671768542544725,6122,301,4,130,853,3,257.936909435675,64.1370346942421,23.95047,22.09506,20.57211,19.68856,19.18122,1.481356,0.1293584,0.05167785,0.03723326,0.1086626
1237671768542544727,6122,301,4,130,855,6,257.938184167959,64.1355722843922,24.16388,23.88157,22.8092,22.5138,22.20108,0.9121906,0.3345682,0.1824973,0.2105477,0.6419296
1237671768542544746,6122,301,4,130,874,3,257.942096861353,64.1401357397432,23.75053,22.33736,21.61255,21.23458,22.26116,0.9985999,0.1224499,0.09666285,0.1192729,0.9409779
1237671768542544757,6122,301,4,130,885,3,257.941173546479,64.1468560913806,22.52732,20.89025,20.34271,20.08032,19.95023,0.3750806,0.0353955,0.03102014,0.03599455,0.1471629
1237671768542544758,6122,301,4,130,886,3,257.945111793177,64.1467292178991,25.59983,22.96626,22.20215,21.56427,21.14917,0.7352101,0.1738483,0.1242917,0.1050013,0.3492543
